id	itle edirect
22878	ProblemOfUniversals	Problem of universals
22879	PhilosophyOfMind	Philosophy of mind
22881	PhilosophyOfLanguage	Philosophy of language
22882	ProperNames	Proper noun
22883	PoliticalPhilosophy	Political philosophy
22884	PierreDeFermat	Pierre de Fermat
22885	PoetrY	Poetry
22887	PhilosophicalView	List of philosophies
22888	PhysicalIsm	Physicalism
22890	PaulEhrlich	Paul Ehrlich
22892	ParallelIsm	Parallelism
22896	PoliticalSpectrum	Political spectrum
22898	ProgramMing	Computer programming
22900	ProgrammingLanguage	Programming language
22902	ParamounT	Paramount
22903	ProbabilityAndStatistics	Probability and statistics
22904	ProbabilityAxioms	Probability axioms
22905	PersonalProbability	Bayesian probability
22909	PainTing	Painting
22910	PaintIng	Painting
22911	PigLatin	Pig Latin
22912	ProbabilityApplications	List of statistics articles
22913	ProbabilityDistributions	Probability distribution
22914	ProbabilityTheory	Probability theory
22917	Persistence of Vision	Persistence of vision
22920	Philosophy of Religion	Philosophy of religion
22929	Probability Applications	List of statistics articles
22930	Probability Axioms	Probability axioms
22935	Periodic Table	Periodic table
22944	Pitcairn Island	Pitcairn Islands
22947	Physical Therapy/Qualifications	Physical therapy
22955	Proability/Axioms	Probability axioms
22956	Probability/Axioms	Probability axioms
22957	Probability/Theory	Probability theory
22969	PseudoScience	Pseudoscience
22978	Pulps	Pulp
22985	Propaganda Film	Propaganda film
22987	Pongidae (disambiguation)	Pongidae
22992	Practical Extraction and Report Language	Perl
22998	Playing cards	Playing card
22999	Powerset (corporation)	Powerset (company)
23007	Penelope Cruz/Filmography	Penélope Cruz
23011	Philosophical method/Introduction	Philosophical methodology
23017	Poland/People	Demographics of Poland
23023	Military of Poland	Polish Armed Forces
23026	Poland/History	History of Poland
23027	Politicians in Poland	Politics of Poland
23029	Poland/Rulers	List of Polish monarchs
23038	Philosophical subdisciplines	Philosophy
23045	Pseudo science	Pseudoscience
23052	Primata	Primate
23061	Philosophical argument	Argument
23063	Preface of Origin	On the Origin of Species
23065	Populism and nationalism	Populism
23068	Portland Oregon	Portland, Oregon
23072	Portland Oregon/Lore	Portland, Oregon
23073	Present King of France	Definite description
23077	Political liberal	Liberalism
23079	Philip Zimmermann	Phil Zimmermann
23095	Double-ace flush	Non-standard poker hand
23096	Ace-to-six low	Lowball (poker)
23097	Deuce-to-seven low	Lowball (poker)
23098	Ace-to-five low	Lowball (poker)
23102	No pair	List of poker hands
23104	One pair	List of poker hands
23107	Two pair	List of poker hands
23111	Straight (poker)	List of poker hands
23113	Wheel (poker)	List of poker hands
23114	Flush (poker)	List of poker hands
23116	Full house (poker)	List of poker hands
23120	Straight flush	List of poker hands
23125	Bring-in (poker)	Betting in poker
23126	Community card	Community card poker
23129	Fold (poker)	Betting in poker
23130	Call (poker)	Betting in poker
23131	Raise (poker)	Betting in poker
23133	Poker/Bluff	Bluff (poker)
23135	Poker table stakes rules	Betting in poker
23136	No limit (poker)	Betting in poker
23137	Pot limit	Betting in poker
23138	Fixed limit (poker)	Betting in poker
23139	Spread limit	Betting in poker
23148	Blind stud	Stud poker
23161	Made hand	Glossary of poker terms
23171	Dominating hand	Domination (poker)
23178	Rule variations (poker)	List of poker variants
23187	Playing card/Anglo-American	Playing card
23198	Poker variant	List of poker variants
23200	PythagoreanTheorem	Pythagorean theorem
23211	Peoples Republic of China	China
23215	Political conservative	Conservatism
23218	Political conservatism	Conservatism
23220	Plea of nolo contendere	Nolo contendere
23232	Polar coordinates	Polar coordinate system
23246	Paul heroult	Paul Héroult
23248	Point of View Shot	Point-of-view shot
23271	Paper, Scissor, Stone	Paper, Scissors, Stone
23286	Philip K. Dick/The Galactic Pot Healer	Philip K. Dick
23328	PipeLine	Pipeline
23341	Postulate	Axiom
23350	Portugal/History	History of Portugal
23379	Transport in Palau	Palau
23380	Military of Palau	Palau
23383	Palmyra Atoll/History	Palmyra Atoll
23384	Palmyra Atoll/Geography	Palmyra Atoll
23385	Palmyra Atoll/People	Palmyra Atoll
23386	Palmyra Atoll/Government	Palmyra Atoll
23387	Palmyra Atoll/Economy	Palmyra Atoll
23388	Palmyra Atoll/Transportation	Palmyra Atoll
23389	Palmyra Atoll/Military	Palmyra Atoll
23391	Palmyra Atoll/Communications	Palmyra Atoll
23411	Geography of the Paracel Islands	Paracel Islands
23412	History of the Paracel Islands	Paracel Islands
23413	Paracel Islands/People	Paracel Islands
23414	Government of the Paracel Islands	Paracel Islands
23415	Economy of the Paracel Islands	Paracel Islands
23416	Transportation in the Paracel Islands	Paracel Islands
23418	Paracel Islands/Military	Paracel Islands
23419	Foreign relations of the Paracel Islands	Paracel Islands
23451	Pitcairn Islands/History	Pitcairn Islands
23453	Pitcairn Islands/People	Pitcairn Islands
23455	Pitcairn Islands/Economy	Pitcairn Islands
23456	Communications on the Pitcairn Islands	Pitcairn Islands
23457	Transportation on the Pitcairn Islands	Pitcairn Islands
23458	Pitcairn Islands/Military	Pitcairn Islands
23468	Puerto Rico/Transnational issues	Puerto Rico
23481	Philosophical view	List of philosophies
23487	PSTN	Public switched telephone network
23499	Political liberalism	Liberalism
23509	Plymouth England	Plymouth
23510	Pencil-and-paper game	Paper-and-pencil game
23521	Programming language/Timeline	Timeline of programming languages
23523	Programming language/assembly	Assembly language
23533	Programming help desk	Help desk
23540	List of topics in statistics	List of statistics articles
23559	Pheromones	Pheromone
23563	Philosophical	Philosophy
23564	Poison ivy rash	Urushiol-induced contact dermatitis
23567	Partition (mathematics)	List of partition topics
23568	Proper subset	Subset
23569	Partial order	Partially ordered set
23578	Photo electric effect	Photoelectric effect
23581	Philosophers	Philosopher
23584	Pre-Socratic	Pre-Socratic philosophy
23594	Psychoacoustic model	Psychoacoustics
23602	Post Modernism	Postmodernism
23608	POP	Pop
23609	Phases	Phase
23610	Postmodernism/Philosophy	Postmodern philosophy
23611	Postmodernism/Music	Postmodern music
23616	Pumps	Pump
23641	Protestant	Protestantism
23642	Pharisee	Pharisees
23644	PAN	Pan
23675	Pig latin	Pig Latin
23687	Pneumatic pistol	Air gun
23697	Photons	Photon
23713	Pepys Samuel	Samuel Pepys
23715	Rotation-powered pulsar	Pulsar
23718	Periodic table (big)	Periodic table (large cells)
23728	Plasma Ashing	Plasma ashing
23736	Poem	Poetry
23742	Polypeptide	Peptide
23744	Propeller wind generator	Wind turbine
23751	Paramagnetic	Paramagnetism
23762	Prolog programming language	Prolog
23783	Payoff matrix	Normal-form game
23796	Panarchism	Paul Émile de Puydt
23822	Prayer Book rebellion	Prayer Book Rebellion
23898	Pacific	Pacific Ocean
23908	Poinsot solid	Kepler–Poinsot polyhedron
23913	Public transportation	Public transport
23921	Private key	Public-key cryptography
23925	Paedophilia	Pedophilia
23934	Pope Martin II	Pope Marinus I
23935	Pope Martin III	Pope Marinus II
23941	Phylum (disambiguation)	Phylum
23945	Plato/Complete works	Plato
23961	Phylogeny	Phylogenetic tree
23969	Phage	Bacteriophage
23981	Pickups	Pickup
23982	Geologic period	Period (geology)
23993	Prelude In G Major	G major
24004	Private branch exchange	Business telephone system
24005	Palo Alto Research Center	PARC (company)
24031	Positron emmision tomography	Positron emission tomography
24034	PC motherboard	Motherboard
24035	PCI (disambiguation)	PCI
24036	PCI bus	Conventional PCI
24040	Prostitute	Prostitution
24081	Polarisation	Polarization
24087	Presocriaic	Pre-Socratic philosophy
24088	Presocratics	Pre-Socratic philosophy
24089	Presocratic	Pre-Socratic philosophy
24098	Pendragon Pass	Pendragon (role-playing game)
24105	Postmenopausal osteoporosis	Osteoporosis
24108	Prime Ministers of Australia	Prime Minister of Australia
24125	Panflute	Pan flute
24128	Physics instrumentation	Measuring instrument
24141	Postal system	Mail
24161	Particles and fields	Particle physics
24167	Prussia/Waidewut	Widewuto
24174	Pelobiont	Archamoebae
24180	PedoBaptism	Infant baptism
24190	Polyethene	Polyethylene
24191	Polyvinylchloride	Polyvinyl chloride
24200	Parc	PARC
24211	Pneumatic rifle	Air gun
24213	Pope Calixtus I	Pope Callixtus I
24214	Pope Calixtus II	Pope Callixtus II
24215	Pope Calixtus III	Pope Callixtus III
24248	Playboy Magazine	Playboy
24249	Playboy magazine	Playboy
24259	Paul Erdos/history	Paul Erdős
24262	Ptolemaic Empire	Ptolemaic Kingdom
24279	Puebla State	Puebla
24282	Prussian	Prussia
24295	Pardon (plea)	Peremptory plea
24299	PLO	Palestine Liberation Organization
24305	Parent node	Tree (data structure)
24318	Palestine Liberation Organization and Hamas	Fatah–Hamas conflict
24328	Proteles cristatus	Aardwolf
24346	Pneumocystis jiroveci pneumonia	Pneumocystis pneumonia
24351	Peter Abailard	Peter Abelard
24356	Pamoxicillin	Amoxicillin
24361	Peace treaty with Israel is a temporary measure/Temporary	Palestinian views on the peace process
24372	Pentium family	Pentium
24379	Projekt Runeberg	Project Runeberg
24392	Pure qubit state	Qubit
24398	Personal Computer	Personal computer
24409	Panthera Onca	Jaguar
24410	Panthera Tigris	Tiger
24418	Presbyterian Church	Presbyterianism
24424	Real Yellowwood (Podocarpus latifolius)	Podocarpus latifolius
24426	Phillipians	Epistle to the Philippians
24440	PhDs	Doctor of Philosophy
24447	Persia	Iran
24450	POP Air Pollution Protocol	Aarhus Protocol on Persistent Organic Pollutants
24453	Paraphiletic	Paraphyly
24467	Political Science	Political science
24469	Penzance, Cornwall	Penzance
24470	Political parties	Political party
24488	Wikipedia:Philosophy basic topics	Outline of philosophy
24492	Psychology basic topics	Outline of psychology
24502	Phlogiston	Phlogiston theory
24504	Pokemon	Pokémon
24520	Piotr Ilyitch Tchaikovsky	Pyotr Ilyich Tchaikovsky
24523	Pocket calculator	Calculator
24526	Political	Politics
24531	Physical unit	Units of measurement
24534	Palestinians killed by Israelis	Timeline of the Israeli–Palestinian conflict
24542	Conductor current capacity	Electrical conductor
24569	Ph.D	Doctor of Philosophy
24580	Pregnant	Pregnancy
24584	Physics and Star Trek/Miscellaneous where they got it wrong	Technology in Star Trek
24590	Pubic louse	Crab louse
24596	Po (disambiguation)	Po
24606	Pantothenic Acid	Pantothenic acid
24609	Peano postulates	Peano axioms
24611	Pope Hilary	Pope Hilarius
24616	Paraphilias	Paraphilia
24618	Porpoises	Porpoise
24629	Petrograd	Saint Petersburg
24646	Postal organisations	List of postal entities
24660	Perigee	Apsis
24682	Prime Ministers of Japan	List of Prime Ministers of Japan
24692	Plea of temporary insanity	Insanity defense
24704	PostScript programming language	PostScript
24706	Paulus Aegineta	Paul of Aegina
24711	Plasma membrane	Cell membrane
24719	Pornografic film	Pornographic film
24729	Porsche Boxster	Porsche Boxster/Cayman
24741	Planetary sciences	Planetary science
24748	Phoenecian	Phoenicia
24758	Primary sex characteristics	Sex organ
24763	Punks	Punk
24766	Protestants	Protestantism
24775	P.s.i.	Pounds per square inch
24781	Paper, Scissors, Rock	Rock–paper–scissors
24785	Prefix morpheme	Affix
24786	Polaris ballistic missile	UGM-27 Polaris
24802	Papacy	Pope
24812	Personal attack	Ad hominem
24813	Portia (Shakespeare)	List of Shakespearean characters (L–Z)
24814	Priesthood	Priest
24822	Playstation	PlayStation
24828	Pesistratus	Peisistratos
24841	P.A.M. Dirac	Paul Dirac
24846	Primary pigments	Primary color
24848	Project lifecycle	Systems development life cycle
24853	Political media	Political journalism
24870	PABX	Business telephone system
24891	Pepin	Pippin
24895	Paleography	Palaeography
24907	Pro-feminist	Pro-feminism
24911	Polygamous	Polygamy
24912	Plasma Physics	Plasma (physics)
24919	Peoples Liberation Army	People's Liberation Army
24925	Parsemage	Surrealist techniques
24930	Polymorphism in object-oriented programming	Polymorphism (computer science)
24934	Polywater theory	Polywater
24943	Patrilocality	Patrilocal residence
24954	Personal computers	Personal computer
24990	Proto-World Language	Proto-Human language
24995	Photocell	Photodetector
24999	Pintail Duck	Pintail
25001	Potential difference	Voltage
25003	Photovoltaic	Photovoltaics
25007	POW	Prisoner of war
25015	The Excellent Prismatic Spray	Dying Earth
25016	Potential divider	Voltage divider
25023	Pipeline break	Hazard (computer architecture)
25024	Pipeline stall	Bubble (computing)
25027	Post hoc, ergo propter hoc	Post hoc ergo propter hoc
25028	Popular etymology	False etymology
25047	Panjabi language	Punjabi language
25068	Paranormal phenomena	Paranormal
25070	Paranormal Phenomena	Paranormal
25089	Palatovelars	Velar consonant
25092	PR Watch	Center for Media and Democracy
25094	Preposition	Preposition and postposition
25097	PEI	Prince Edward Island
25112	Prozac	Fluoxetine
25113	Paxil	Paroxetine
25116	Xiphoporus maculatus	Southern platyfish
25132	Player killer	Player versus player
25137	Paris Dakar Rallye	Dakar Rally
25152	Perfection of Wisdom	Prajnaparamita
25154	Paris-Dakar rally	Dakar Rally
25155	Paris-Dakar	Dakar Rally
25158	Paolo Fresu/Discography	Paolo Fresu
25165	Treaty Banning Nuclear Weapon Tests in the Atmosphere, in Outer Space, and Under Water	Partial Nuclear Test Ban Treaty
25166	Carrozzeria Pininfarina	Pininfarina
25167	QuentinTarrantino	Quentin Tarantino
25168	Quentin Tarrantino	Quentin Tarantino
25172	Quantum Mechanics	Quantum mechanics
25173	Quadword	Integer (computer science)
25176	Quadratic equations	Quadratic equation
25178	Quantum physics	Quantum mechanics
25183	Queen Kristina of Sweden	Christina, Queen of Sweden
25196	Cities of Qatar	List of cities in Qatar
25201	Quotient set	Equivalence class
25210	Quantuum chemistry	Quantum chemistry
25218	Quadrillion	Names of large numbers
25226	Quattuordecillion	Names of large numbers
25230	Quod erat demonstrandum	Q.E.D.
25238	Quirinal	Quirinal Hill
25251	QWERTY Keyboard	QWERTY
25258	Queens, New York	Queens
25269	Quantum string theory	String theory
25273	Quantum information processing	Quantum information science
25282	Queen Beatrix	Beatrix of the Netherlands
25287	Qaballa	Hermetic Qabalah
25288	Qabbala	Hermetic Qabalah
25289	Qabbalistic	Hermetic Qabalah
25294	Quick Silver	Quicksilver
25299	Quintuplet	Multiple birth
25300	Quadruplet	Multiple birth
25309	Queen Elizabeth II	Elizabeth II
25325	Qosqo	Cusco
25339	Quintillion	Names of large numbers
25341	Quackmore Duck	Duck family (Disney)
25342	Quagmire McDuck	Clan McDuck
25347	QuakeC programming language	QuakeC
25355	RhodeIsland	Rhode Island
25357	ReCreation	Recreation
25360	RationalNumbers	Rational number
25365	RockyMountains	Rocky Mountains
25366	RomanceLanguages	Romance languages
25368	RioNorteLine	Atlas Shrugged
25369	RobertHeinlein	Robert A. Heinlein
25378	ResearchSubjects	Human subject research
25379	RomanticComedyFilm	Romantic comedy
25383	RandomVariable	Random variable
25388	Research Subject	Human subject research
25393	Ramicristates	Amoebozoa
25404	Ronald Wilson Reagan	Ronald Reagan
25413	Real numbers	Real number
25415	Real Numbers	Real number
25419	Rational numbers	Rational number
25425	Roman alphabet	Latin alphabet
25429	Romantic Music	Romantic music
25430	Role playing games	Role-playing game
25438	Role-playing games	Role-playing game
25449	Ricard Wagner	Richard Wagner
25455	Richard M Stallman	Richard Stallman
25466	Emotional punditry	Rush Limbaugh
25468	Dittohead	The Rush Limbaugh Show
25471	Excellence In Broadcasting	Excellence in Broadcasting
25483	Roy Champman Andrews	Roy Chapman Andrews
25504	Roman Catholic	Catholic Church
25509	Rail Transport	Rail transport
25511	Rapcore	Rap rock
25512	Rap music/Bass	Miami bass
25515	Rap music/Gangsta rap	Gangsta rap
25527	Roshambo	Rock–paper–scissors
25535	Relative majority	Plurality (voting)
25605	Rheinland-Pfalz	Rhineland-Palatinate
25615	Racist	Racism
25616	Rpm	Revolutions per minute
25627	History of Reunion	Réunion
25653	Military of Rwanda	Rwandan Defence Forces
25656	Roman number system	Roman numerals
25666	R.J. Rummel	Rudolph Rummel
25667	Rock, paper, scissors	Rock–paper–scissors
25668	Ruby language	Ruby (programming language)
25687	Rubaiyat of Omar Khayyam/Introduction	Rubaiyat of Omar Khayyam
25690	Rubaiyat of Omar Khayyam/Notes on Fifth Edition	Rubaiyat of Omar Khayyam
25691	Relative frequency	Frequency (statistics)
25692	Research subject	Human subject research
25700	RobertMusil	Robert Musil
25711	Russia/History	History of Russia
25712	Raquet	Racket (sports equipment)
25719	Regular Expression	Regular expression
25720	Regular Expressions	Regular expression
25722	Regex	Regular expression
25733	Rothmund-Thompson syndrome	Rothmund–Thomson syndrome
25741	Robert E Lee	Robert E. Lee
25744	Rotational delay	Hard disk drive performance characteristics
25749	ROUTING	Routing
25752	Routing Metric	Metrics (networking)
25753	Routing Table	Routing table
25760	Real Estate	Real estate
25770	Renaissance Dance	Renaissance dance
25777	Rock climbing/grading	Grade (climbing)
25786	Runequest	RuneQuest
25787	Rule of st benedict	Rule of Saint Benedict
25788	Relatively prime	Coprime integers
25793	Radioactivity	Radioactive decay
25803	Refactor	Code refactoring
25805	Roman republic	Roman Republic
25810	Rolles theorem	Rolle's theorem
25818	Rock and Roll	Rock and roll
25851	Richard Kimble	The Fugitive (TV series)
25859	Rexx programming language	Rexx
25863	Russian Emperor Alexander II	Alexander II of Russia
25870	Russian Tsar Alexander III	Alexander III of Russia
25900	Railway	Rail transport
25903	Robert Heinlein/Friday	Friday (novel)
25905	Robert Heinlein on metaphysics	Robert A. Heinlein
25909	Robert A Heinlein	Robert A. Heinlein
25924	Red Cross	International Red Cross and Red Crescent Movement
25926	Richard B. Cheney	Dick Cheney
25934	Roman empire	Roman Empire
25937	Rudolph Giuliani	Rudy Giuliani
25939	Rudolph W. Giuliani	Rudy Giuliani
25943	Radical Islam	Islamic extremism
25956	Rudy Guiliani	Rudy Giuliani
25981	Report program generator	IBM RPG
25990	Recursion definition	Recursion
26001	Registers	Register
26005	Rutherford B. Hayes/Inaugural Address	Rutherford B. Hayes
26026	Reloading	Reload
26038	Reciprocal piston	Reciprocating engine
26044	Track running	Track and field
26048	Rules of evidence	Evidence (law)
26050	Rowley Burkin QC	The Fast Show
26060	Rowley Birkin	The Fast Show
26064	Rossums Universal Robots	R.U.R.
26070	Rocket propulsion	Spacecraft propulsion
26076	Root node	Tree (data structure)
26087	Rodentia	Rodent
26089	Real ale	Cask ale
26098	Republicans	Republican
26115	Rugby Union World Cup	Rugby World Cup
26120	Role playing game	Role-playing game
26124	Roman Emperor Caligula	Caligula
26125	Romans	Demography of the Roman Empire
26130	Rendering	Render
26133	Reaumur	René Antoine Ferchault de Réaumur
26134	Rise and Fall of the City Mahagonny	Rise and Fall of the City of Mahagonny
26138	Rodrigo Borgia	Pope Alexander VI
26140	Rolls Royce	Rolls-Royce
26141	Robots in fiction	List of fictional robots and androids
26143	Rooted hierarchical tree structure	Tree structure
26144	Rooted hierarchy	Hierarchy
26146	Wikipedia:Recreation basic topics	Recreation
26156	Radioactive	Radioactive decay
26165	Rough ER	Endoplasmic reticulum
26166	Rijn	Rhine
26177	Robots	Robot
26178	Rest mass	Invariant mass
26189	Royal Oak Inn	Pub names
26190	Riksdagen	Riksdag
26196	Rani Lakshmi Bay	Rani of Jhansi
26208	Raelites	Raëlism
26209	Ramadhan	Ramadan
26216	Reiters Syndrome	Reactive arthritis
26241	Romanovs	House of Romanov
26242	Recorder flute	Recorder (musical instrument)
26258	RnF	Radon difluoride
26271	Hojo regent	Hōjō clan
26274	Royal and Noble	Nobility
26280	RSDLP	Russian Social Democratic Labour Party
26283	RFLP	Restriction fragment length polymorphism
26293	Robert Allen Zimmerman	Bob Dylan
26299	Reverend John Abernethy	John Abernethy (minister)
26300	Timeline of rulers of Poland	List of Polish monarchs
26320	Raccoona Sheldon	James Tiptree Jr.
26322	Richter scale	Richter magnitude scale
26331	Ranma 1	Ranma ½
26338	Rijndael encryption algorithm	Advanced Encryption Standard
26342	RTTY	Radioteletype
26343	Radio teletype	Radioteletype
26349	Religious aspects of marriage	Marriage
26352	Richard R Ernst	Richard R. Ernst
26362	RRNA	Ribosomal RNA
26393	Rain forest	Rainforest
26402	Radiocarbon year	Calibration of radiocarbon dates
26406	RDXold	RDX
26448	Resurrection of Christ	Resurrection of Jesus
26449	Resurrected	Resurrection
26454	Reduced Instruction Set Computer	Reduced instruction set computer
26465	Rum and coke	Rum and Coke
26468	Rumania	Romania
26497	Russian Federation	Russia
26519	Riemann Zeta function	Riemann zeta function
26528	Rectangular coordinate system	Cartesian coordinate system
26533	Russian federation	Russia
26536	RoSe	Rose
26548	Rugby Union Five Nations Championship/Results	Six Nations Championship
26556	Riemann integration	Riemann integral
26557	Rutherford Backscattering	Rutherford backscattering spectrometry
26567	Rap Music	Hip hop music
26576	Running Amuck	Running amok
26578	Running amuck	Running amok
26579	Running Amok	Running amok
26584	Raw foodist	Raw foodism
26586	Richie Valens	Ritchie Valens
26592	Rotary-engine	Rotary engine
26593	SportS	Sport
26596	SubLime	Sublime
26603	SabBath	Sabbath
26607	ScienCe	Science
26608	SpacecraftPropulsion	Spacecraft propulsion
26609	SouthAustralia	South Australia
26611	SenatorsOfTheUnitedStates	Current members of the United States Senate
26613	SubGroup	Subgroup
26614	SnowBOARDING	Snowboarding
26615	SnowBoarding	Snowboarding
26616	SovietUnion	Soviet Union
26617	SyndicalisM	Syndicalism
26618	SwedishLanguage	Swedish language
26620	SiVa	Shiva
26621	SuperBowl	Superbowl
26622	StockholM	Stockholm
26623	SherlockHolmes	Sherlock Holmes
26624	SlavicLanguages	Slavic languages
26629	SoCrates	Socrates
26630	SetTheory	Set theory
26631	SeT	Set (mathematics)
26632	SanSebastianLine	Atlas Shrugged
26633	SlaviC	Slavic
26634	SlavicPeoples	Slavs
26635	SwingDance	Swing (dance)
26636	ScienceFiction	Science fiction
26638	SemanticDispute	Semantic dispute
26639	SoundNess	Soundness
26640	SomeMetaphysicalQuestions	Metaphysics
26641	ScepticIsm	Skepticism
26642	SocialContractTheories	Social contract
26644	SanIty	Sanity
26653	SubSet	Subset
26654	ShannonElizabeth	Shannon Elizabeth
26656	SummarizingStatisticalData	Descriptive statistics
26657	StatisticalRegularity	Statistical regularity
26658	SurveySampling	Survey sampling
26659	SetTheory/OldVersion	Set theory
26660	SocialisM	Socialism
26661	ScienceFictionFilm	Lists of science fiction films
26662	StatisticalTheory	Statistical theory
26663	SummaryStatistics	Summary statistics
26664	StarWars	Star Wars
26665	ScienCes	Science
26666	StatistiC	Statistic
26669	Sports	Sport
26676	SampleSpace	Sample space
26677	Science Fiction Film	Science fiction film
26679	Symmetric Algorithms	Symmetric-key algorithm
26680	StatisticalAssumptions	Statistical assumption
26681	StatisticalModel	Statistical model
26682	StatisticalUnit	Statistical unit
26684	Stephen Spielberg	Steven Spielberg
26686	Statistical Theory	Statistical theory
26687	Science Fiction	Science fiction
26693	Statistical Assumptions	Statistical assumption
26698	Summarizing Statistical Data	Descriptive statistics
26702	Summarizing statistical data	Descriptive statistics
26720	Statistical Population	Statistical population
26729	Sporangia	Sporangium
26734	Statistics/Descriptive	Descriptive statistics
26744	Set Theory	Set theory
26745	Scepticism	Skepticism
26747	Scientific Method	Scientific method
26749	Suisse	Switzerland
26760	Shot Reverse Shot	Shot reverse shot
26761	Serialized work	Serial
26770	SupremeCourt	Supreme court
26778	SapirWhorfHypothesis	Linguistic relativity
26793	Spirits	Spirit
26796	StarTrek	Star Trek
26801	Sega hardware	Sega
26803	Sorting Algorithm	Sorting algorithm
26811	Social Sciences	Social science
26812	Space Exploration	Space exploration
26817	States in Medieval Britain	England in the Middle Ages
26821	SurrealNumbers	Surreal number
26832	Stramenopile	Heterokont
26839	Side-by-side shotgun	Double-barreled shotgun
26843	Saturday-night special	Saturday night special
26845	Subjectivism (disambiguation)	Subjective
26854	Seed beads	Seed bead
26858	Super Nintendo	Super Nintendo Entertainment System
26869	Standards and Units	SI base unit
26870	Soccer	Association football
26875	SI supplementary unit	SI derived unit
26880	SI unit	International System of Units
26883	Skinheads	Skinhead
26885	Super fluids	Superfluidity
26916	Statutes of limitations	Statute of limitations
26928	Seven-card stud2	Seven-card stud
26943	StandardOfLiving	Standard of living
26949	Search Engine	Web search engine
26957	United States Supreme Court	Supreme Court of the United States
26958	Sunni Muslims	Sunni Islam
26960	Sunnite	Sunni Islam
26963	St Petersburg	Saint Petersburg
26986	Shakespeare	William Shakespeare
26991	Shakespearean Tragedies	Shakespearean tragedy
26998	Science fiction fandom in Sweden	Science fiction fandom
26999	Sugarhill Gang	The Sugarhill Gang
27030	South Korea/Language	Korean language
27039	Swedish municipality	Municipalities of Sweden
27041	SS	Schutzstaffel
27043	Sir Charles Lyell	Charles Lyell
27046	Science fiction/authors	List of science-fiction authors
27051	Science fiction/Space opera	Space opera
27088	Star Trek/Voyager	Star Trek: Voyager
27091	Star Trek/Star Trek Enterprise	Star Trek: Enterprise
27095	Star Trek/Trekkers	Trekkie
27096	Star Trek/Trekker	Trekkie
27104	Zephram Cochrane	Zefram Cochrane
27111	VISOR	Geordi La Forge
27166	Sexist	Sexism
27171	Sacredness (comparative religion)	Sacred
27177	Spiderman	Spider-Man
27196	Military of Saint Helena	Saint Helena
27206	Military of Saint Kitts and Nevis	Saint Kitts and Nevis Defence Force
27225	Transportation in Saint Pierre and Miquelon	Saint Pierre and Miquelon
27227	Saint Pierre and Miquelon/Transnational issues	Saint Pierre and Miquelon
27267	Sao Tome and Principe/Transnational issues	São Tomé and Príncipe
27290	Serbia and Montenegro/History	Serbia and Montenegro
27296	Serbia and Montenegro/Transportation	Serbia and Montenegro
27297	Serbia and Montenegro/Military	Armed Forces of Serbia and Montenegro
27326	Military of Singapore	Singapore Armed Forces
27356	Military of the Solomon Islands	Solomon Islands
27357	Solomon Islands/Transnational issues	Solomon Islands
27375	Military of South Africa	South African National Defence Force
27381	South Georgia and the South Sandwich Islands/History	South Georgia and the South Sandwich Islands
27382	South Georgia and the South Sandwich Islands/Communications	South Georgia and the South Sandwich Islands
27383	South Georgia and the South Sandwich Islands/Geography	South Georgia and the South Sandwich Islands
27384	South Georgia and the South Sandwich Islands/People	South Georgia and the South Sandwich Islands
27385	South Georgia and the South Sandwich Islands/Government	South Georgia and the South Sandwich Islands
27386	South Georgia and the South Sandwich Islands/Economy	South Georgia and the South Sandwich Islands
27387	South Georgia and the South Sandwich Islands/Transportation	South Georgia and the South Sandwich Islands
27388	South Georgia and the South Sandwich Islands/Military	South Georgia and the South Sandwich Islands
27389	South Georgia and the South Sandwich Islands/Transnational issues	South Georgia and the South Sandwich Islands
27398	Spain/History	History of Spain
27402	History of the Spratly Islands	Spratly Islands
27403	Geography of the Spratly Islands	Spratly Islands
27404	Spratly Islands/People	Spratly Islands
27405	Spratly Islands/Government	Spratly Islands
27406	Economy of the Spratly Islands	Spratly Islands
27407	Spratly Islands/Communications	Spratly Islands
27408	Transportation in the Spratly Islands	Spratly Islands
27409	Spratly Islands/Military	Spratly Islands
27410	Spratly Islands/Transnational issues	Spratly Islands
27482	Scotland/Monarchs	List of Scottish monarchs
27483	Scotland/Regions	Subdivisions of Scotland
27489	Social contract theories	Social contract
27499	Stone, paper, scissors	Rock–paper–scissors
27500	Stephen King/The Shining	The Shining (novel)
27540	Sprouts	Sprout
27544	SUSE linux	SUSE Linux
27559	Sir Arthur Conan Doyle	Arthur Conan Doyle
27570	Samurai 1-- Musashi Miyamoto	Samurai I: Musashi Miyamoto
27617	Stephen Kleene	Stephen Cole Kleene
27620	Walk (Sheepshead)	Sheepshead (game)
27621	Leasters (Sheepshead)	Sheepshead (game)
27622	Schmear (Sheepshead)	Sheepshead (game)
27623	Schneider (Sheepshead)	Sheepshead (game)
27624	Long (Sheepshead)	Sheepshead (game)
27625	Blind (Sheepshead)	Sheepshead (game)
27627	Variations of Sheepshead	Sheepshead (game)
27632	Strict subset	Subset
27653	Symbolic Logic	Mathematical logic
27654	Symbolic logic	Mathematical logic
27664	SemiGroup	Semigroup
27674	Slashdotted	Slashdot effect
27678	SNMP	Simple Network Management Protocol
27688	Saint Louis Missouri	St. Louis
27689	Saxon people	Saxons
27697	Spectroscopic analysis	Spectroscopy
27702	Stack-based	Stack-oriented programming language
